	Date	Twitter Inc.	Apple Inc.	Facebook Inc.	NVIDIA Corp	Amazon.com Inc	Microsoft Corp
333	2015-01-26	40.1	115.580792242	77.495	20.326659707	303.91	45.0934650413
334	2015-01-23	39.42	112.091010542	77.83	20.4203309499	309.66	45.2565343682
335	2015-01-22	39.07	106.093252021	77.65	20.3611701649	312.39	45.2085728014
336	2015-01-21	37.83	109.942704815	76.74	20.0160655858	310.32	44.0479028865
337	2015-01-20	37.57	109.826054731	76.24	19.7399819226	297.25	44.4987416138
338	2015-01-15	36.93	109.262245988	74.05	19.3258564277	289.44	43.6258410993
339	2015-01-14	39.85	106.491806477	76.28	19.4638982593	286.95	44.0814759832
340	2015-01-12	39.37	105.684976724	76.45	19.3800871472	293.27	44.4651685171
341	2015-01-08	39.09	103.031187298	76.72	19.4145976052	294.74	44.7001801941
342	2015-01-06	38.76	103.83801705	78.175	19.5822198293	291.41	45.6498192154
343	2015-01-05	36.38	106.734827487	76.15	18.9215910636	300.46	43.7889104262
344	2015-01-02	36.56	107.143102783	77.19	19.5131989135	295.29	44.4363915771
345	2014-12-31	35.87	106.200181265	78.45	19.8484433617	302.19	44.8536572076
346	2014-12-30	35.86	108.883133213	78.02	19.7695623151	308.52	44.5562954939
347	2014-12-26	37.6	108.766483128	79.22	20.0850865016	310.35	45.1030573546
348	2014-12-24	37.61	104.742055207	80.775	20.3020093799	310.3	45.9279963024
349	2014-12-23	37.57	103.293649988	80.77	20.2822891182	309.09	46.1773964494
350	2014-12-22	38.43	103.283929148	80.61	20.3611701649	303.03	46.4747581632
351	2014-12-19	37.08	106.277947988	81.45	20.4893518657	306.285	46.0239194359
352	2014-12-18	36.73	107.298636229	79.88	20.1343871558	306.54	45.7169654088
353	2014-12-17	35.57	109.378896073	78.4	19.9371845392	299.9	45.582673022
354	2014-12-16	35.13	110.730092887	76.11	19.8583034925	297.73	43.8752412463
355	2014-12-15	36.85	110.80785961	74.69	19.0744230915	298.88	43.3188870722
356	2014-12-12	37.1	108.883133213	76.99	19.2962760352	295.06	44.7673263875
357	2014-12-11	36.7	109.398337754	76.18	19.9766250625	306.07	45.2469420548
358	2014-12-10	36.35	109.787171369	76.84	19.9864851933	307.32	44.9879495945
359	2014-12-09	37.05	108.659553884	76.36	20.4400512115	305.84	45.6498192154
360	2014-12-05	38.49	109.505266998	75.24	20.7752956598	312.5	46.4459812231
361	2014-12-02	38.91	106.355714711	75.46	20.6569740898	312.63	46.8488583837
362	2014-12-01	39.04	103.765110747	75.1	20.3217296416	316.93	46.4843504765
363	2014-11-28	41.74	105.203795125	77.7	20.2921492491	326.31	46.6378274901
364	2014-11-26	41.13	106.666781604	77.62	20.6766943515	326.0	45.860850109
365	2014-11-25	39.76	108.504020438	75.63	20.6224636319	338.64	45.8032962289
366	2014-11-24	40.19	108.824808171	74.01	20.2822891182	333.57	45.5347114552
367	2014-11-21	40.03	110.934230535	73.75	20.2921492491	335.04	45.6498192154
368	2014-11-20	39.81	109.262245988	73.6	20.1688976137	335.64	46.0239194359
369	2014-11-19	39.71	111.78966449	73.33	20.0555061091	332.63	46.7145659968
370	2014-11-18	40.61	112.265985669	74.34	19.7301217917	330.54	46.2541349562
371	2014-11-17	40.47	112.693702646	74.24	19.8037599671	326.54	46.7529352502
372	2014-11-12	42.54	111.429993395	74.88	19.3373848563	324.93	47.1437345051
373	2014-11-11	39.59	111.857710372	74.25	19.4257506668	323.05	47.2581147748
374	2014-11-10	39.59	115.609954763	74.72	19.1950177173	327.82	47.2867098423
375	2014-11-07	40.31	115.678000646	74.61	19.2882927394	316.48	46.4955796433
376	2014-11-06	40.84	114.317082991	75.0	19.4208414551	311.51	46.5813648456
377	2014-11-04	40.9	115.313469131	75.6	19.6564836163	312.01	46.6004282239
378	2014-11-03	40.21	113.218628027	75.26	19.4306598785	305.11	46.4002627519
379	2014-10-31	41.47	113.063094581	75.76	19.852852084	299.86	46.4193261302
380	2014-10-30	41.8	111.468876757	73.88	19.7644862736	296.64	45.3422452569
381	2014-10-29	42.08	112.246543988	74.99	19.5092072656	302.81	45.2183332981
382	2014-10-28	43.78	110.80785961	74.11	19.1851992939	305.72	44.75128053
383	2014-10-27	48.56	110.992555578	75.86	18.3506333062	305.46	43.8934285071
384	2014-10-24	49.95	109.670521285	80.77	18.4635451751	299.07	44.4367347883
385	2014-10-23	49.67	108.144349343	80.28	18.5862754674	294.12	44.3128228294
386	2014-10-22	49.08	106.637619083	80.67	18.1542648385	295.59	43.7599848591
387	2014-10-21	50.63	105.791905969	80.04	18.1444464151	289.97	43.9696820202
388	2014-10-20	50.7	105.966881096	78.37	17.9529871591	287.06	42.9116645253
389	2014-10-17	48.77	105.665535044	78.69	17.5651594354	313.18	42.3016364201
390	2014-10-16	48.23	105.36548635	76.95	17.9873516409	312.97	42.7782208773
391	2014-10-15	49.99	105.113832607	75.95	17.2509698871	315.33	42.0156857458
392	2014-10-14	48.58	105.888151816	72.63	17.1036935363	306.21	41.5867597343
393	2014-10-13	48.49	104.533093201	73.21	17.1331488065	303.64	40.7384394005
394	2014-10-10	50.4	103.545836209	73.59	17.1233303831	302.86	41.1959604794
395	2014-10-09	55.29	103.894279853	72.99	16.8631421634	305.97	41.6820766257
396	2014-10-08	55.42	103.313540447	72.91	16.4802236514	308.31	41.6058231126
397	2014-10-07	53.53	101.735865059	75.91	16.5391341917	306.45	41.9680273
398	2014-10-06	53.49	101.84233395	77.49	17.5847962822	311.39	43.7027947242
399	2014-10-03	53.94	101.464853335	76.29	17.9284411006	315.37	44.5892418146
400	2014-10-02	51.85	99.683919155	77.555	17.5995239172	322.7	43.3977806716
401	2014-10-01	50.06	99.1806116692	77.44	17.7909831732	316.98	43.9315552636
402	2014-09-30	51.58	96.5576053491	77.08	17.8989858305	322.2	43.9315552636
403	2014-09-29	51.74	94.5346964159	76.55	17.938259524	322.74	43.6170095219
404	2014-09-26	51.89	93.1699588102	79.04	18.1149911449	317.46	43.7504531699
405	2014-09-25	51.45	94.4088695444	79.0	18.1788108969	322.44	44.1889108705
406	2014-09-24	52.96	95.5800273479	78.79	18.2082661671	321.82	44.2651643837
407	2014-09-23	52.17	96.6060002996	77.22	18.1739016852	323.21	44.2365693163
408	2014-09-22	51.94	97.4964673899	78.535	18.576457044	321.93	43.8838968179
409	2014-09-19	53.0	97.7771581031	78.29	18.4684543868	328.21	44.8751924889
410	2014-09-18	50.88	97.5642203206	76.8	18.5470017739	323.63	44.3795446534
411	2014-09-17	50.7	95.5800273479	77.91	18.7335518182	324.5	44.8561291106
412	2014-09-16	50.83	96.4220994875	77.0	19.08701506	331.32	45.2945868112
413	2014-09-15	49.38	96.4220994875	76.43	18.8022807819	325.0	44.4939249231
414	2014-09-12	52.11	96.6931112106	76.08	18.7875531468	324.0	44.3414178968
415	2014-09-11	52.64	95.9962239226	74.58	18.5175465037	327.76	44.5701784363
416	2014-09-10	52.91	97.5158253701	77.48	18.7728255117	323.89	44.0745306008
417	2014-09-09	50.61	96.896370003	77.92	19.0575597899	331.19	44.5082224568
418	2014-09-08	52.0	97.5158253701	77.43	19.2539282576	330.52	44.7989389757
419	2014-09-05	50.68	94.7282762181	76.67	19.1851992939	331.33	44.6464319494
420	2014-09-04	50.24	98.4837243812	77.89	19.4306598785	329.75	44.5701784363
421	2014-09-03	49.33	99.3451545011	77.26	19.6073914994	342.34	44.2937594511
422	2014-09-02	51.02	97.8158740635	75.95	19.6663020397	346.38	43.7599848591
423	2014-08-29	49.75	97.7190841624	75.83	19.327566433	345.95	43.1404250647
424	2014-08-28	49.43	98.5224403417	76.68	19.1410163886	339.0	42.8544743904
425	2014-08-27	48.06	98.3191815493	74.82	19.0968334834	342.38	42.9783863493
426	2014-08-26	48.17	97.6222942613	73.855	19.0379229431	339.04	43.3024637802
427	2014-08-25	46.1	98.3675764999	74.63	18.8808281689	340.02	42.7782208773
428	2014-08-22	45.98	98.3966134702	75.9601	19.1017426951	343.18	42.7686891881
429	2014-08-21	45.11	98.1739966977	75.02	18.7630070883	341.83	42.8973669916
430	2014-08-20	45.06	97.7578001229	74.57	18.7335518182	334.02	43.0546398624
431	2014-08-19	45.09	94.8444240994	74.57	18.7237333948	331.59	43.0355764841
432	2014-08-18	45.12	95.2025467335	74.81	18.9004650157	332.91	43.1022983081
433	2014-08-15	44.76	95.7929651303	75.29	19.0182860963	335.78	42.8449427013
434	2014-08-14	45.33	94.9702509709	74.59	18.9495571326	335.13	43.2071468887
435	2014-08-13	44.15	95.76392816	73.63	18.6942781246	334.53	42.9974497276
436	2014-08-12	43.81	99.9839678484	74.296	18.4586359634	333.63	42.692435675
437	2014-08-11	43.27	99.2096486395	73.77	18.6648228545	333.21	42.1967878395
438	2014-08-08	43.13	98.9676738868	72.83	18.5568201972	326.28	42.0156857458
439	2014-08-07	43.0	98.8515260054	73.44	18.5568201972	319.32	41.4819111537
440	2014-08-06	43.46	97.6503633326	73.06	18.6550044311	318.33	41.1768971011
441	2014-08-05	43.83	98.2804655889	73.17	17.1429672298	316.8	41.1768971011
442	2014-08-04	43.47	98.0675278064	72.47	17.3196988508	311.45	41.2054921685
443	2014-08-01	44.13	97.3512825382	72.69	17.3393356975	313.89	40.7384394005
444	2014-07-31	45.19	97.3416035481	73.51	17.3295172741	312.32	41.0625168314
445	2014-07-30	46.3	97.3028875876	72.36	17.3687909677	313.65	41.3389358165
446	2014-07-29	38.59	95.9768659424	72.65	17.1822409234	307.06	40.8528196702
447	2014-07-28	37.93	94.8347451093	74.677	17.7517094797	312.99	41.1387703445
448	2014-07-25	38.16	94.370153584	73.71	17.4571567782	322.51	41.5376715352
449	2014-07-24	38.71	94.1184998411	74.92	17.3982462378	320.0	41.8298178074
450	2014-07-23	37.75	92.889268097	75.19	17.4669752015	320.41	41.9108371652
451	2014-07-22	37.65	92.9086260772	74.98	17.7811647498	324.01	42.4160166898
452	2014-07-21	38.05	91.6987523133	71.29	17.7517094797	358.61	42.3206997984
453	2014-07-18	37.05	91.4470985704	69.27	18.1346279917	358.14	42.7686891881
454	2014-07-17	36.87	91.4567296498	69.4	18.2131753788	360.84	42.7305624315
455	2014-07-16	37.43	91.6108269196	68.4199	18.1051727215	359.76	42.7353282761
456	2014-07-15	37.88	92.0634876497	66.4099	18.9495571326	358.66	42.5971187835
457	2014-07-14	38.31	92.5835659355	67.66	18.9986492496	352.454	42.4446117572
458	2014-07-11	38.33	92.0731187291	67.165	19.0182860963	355.9	42.0156857458
459	2014-07-10	37.84	94.5290439672	67.9	18.9397387093	354.44	40.4620204153
460	2014-07-09	38.06	94.7505587926	66.34	18.704096548	355.32	40.1665380519
461	2014-07-08	37.41	95.3669478719	64.8725	18.6599136428	346.2	40.1188796061
462	2014-07-07	40.23	94.0677152656	64.97	18.7630070883	327.92	39.7328461958
463	2014-07-03	41.33	93.4503630783	62.76	18.2131753788	329.97	39.7185486621
464	2014-07-02	41.77	93.6044603481	65.29	18.3604517296	323.81	39.8233972427
465	2014-07-01	42.05	91.225583745	66.29	18.5077280803	333.55	40.0235627147
466	2014-06-30	40.97	90.4733964466	66.45	18.3432694886	337.492	39.842460621
467	2014-06-27	40.93	90.9462824434	68.06	18.4095438465	332.85	39.9377775124
468	2014-06-26	41.44	89.6556214977	67.29	18.2033569554	332.39	39.909182445
469	2014-06-25	39.46	91.2833702212	67.6	18.0462621812	324.78	39.7471437295
470	2014-06-24	38.48	91.8034485069	67.13	18.0266253345	324.57	40.2713866324
471	2014-06-23	39.52	92.8917604751	67.44	18.2720859191	325.69	39.7662071078
472	2014-06-20	39.24	91.7071377132	65.72	18.0855358748	327.44	40.0616894713
473	2014-06-19	38.9	91.528962745	65.37	18.3702701529	324.16	39.7900363307
474	2014-06-18	38.74	91.8708660624	64.5	18.5862754674	327.24	40.0235627147
475	2014-06-17	38.02	91.832341745	64.3415	18.7904986738	324.2	39.7280803512
476	2014-06-16	38.02	92.4275424497	65.6	19.2342914108	327.0	39.5660416358
477	2014-06-13	36.9	90.5610392688	64.4	19.2539282576	334.38	39.6994852838
478	2014-06-12	36.79	90.0313299037	64.19	19.1262887536	325.62	39.7280803512
479	2014-06-11	35.54	90.0698542212	64.5	19.1851992939	327.62	39.5565099467
480	2014-06-10	35.37	89.5016205387	64.2901	19.1655624471	326.27	39.2991543398
481	2014-06-09	34.47	88.586667999	65.781	19.0477413665	325.91	38.6795945454
482	2014-06-06	33.33	87.5465114276	65.77	18.8022807819	335.2	38.9464818415
483	2014-06-05	33.89	87.0264331419	62.88	18.704096548	332.41	39.1847740701
484	2014-06-04	32.9	86.9493845069	62.5	18.6844597012	327.5	39.3372810964
485	2014-06-03	32.58	87.479093872	63.186	18.6157307376	329.67	39.5374465684
486	2014-06-02	31.75	87.5561425069	63.34	18.5371833505	323.57	39.2800909615
487	2014-05-30	32.44	88.4710950466	62.87	18.5175465037	306.78	38.4317706277
488	2014-05-29	34.0	88.7792895863	63.08	18.5960938908	307.19	38.4031755603
489	2014-05-28	33.77	88.6829787926	63.3	18.6550044311	308.84	38.8797600175
490	2014-05-27	30.51	88.798551745	63.83	18.6059123142	312.55	39.0227353546
491	2014-05-23	30.5	87.9124924434	63.51	18.6353675843	313.78	38.450834006
492	2014-05-22	31.52	88.8852314593	63.48	18.4782728102	310.16	38.1362882642
493	2014-05-21	31.75	90.3973109196	61.351	18.1542648385	310.82	38.3078586688
494	2014-05-20	31.77	90.7729230148	60.52	17.9873516409	312.24	38.2411368448
495	2014-05-19	32.07	90.2432136498	60.49	17.9088042539	304.91	38.2220734665
496	2014-05-16	32.26	88.8219415092	58.56	17.9088042539	305.01	38.4603656951
497	2014-05-15	32.77	89.0668460988	59.21	18.1189211933	301.19	37.8217425225
498	2014-05-14	32.85	88.7187513731	58.0199	17.5520941009	296.755	37.8884643465
499	2014-05-13	33.39	87.7171191192	57.919	17.5911856245	297.7	37.9647178596
500	2014-05-12	33.94	86.4939720398	59.23	17.6889144335	295.19	37.7454890093
501	2014-05-08	31.96	87.0924748289	59.83	17.8648262898	297.62	38.3555171145
502	2014-05-07	30.66	87.4199315273	59.83	18.1580127169	304.64	38.5270875191
503	2014-05-06	31.85	85.8555690648	57.24	17.640050029	302.86	37.8360611337
504	2014-05-05	38.75	86.0784597587	56.76	18.0798296696	292.24	37.4290181943
505	2014-05-02	39.02	84.4962110058	57.39	17.8599398493	288.32	37.523679343
506	2014-05-01	39.09	83.5523652281	58.53	17.8355076471	292.71	37.3201578733
507	2014-04-30	38.97	83.4202818539	61.22	18.2068771214	297.38	36.9746446805
508	2014-04-29	42.62	83.200142897	60.46	18.0114195033	310.05	37.3248909307
509	2014-04-28	40.73	83.1836324752	61.15	18.0505110269	308.01	37.5710099173
510	2014-04-25	41.61	82.2095175909	59.78	18.2655144068	307.89	37.8644594783
511	2014-04-24	44.82	81.0138878812	58.15	18.2264228832	304.13	38.243104073
512	2014-04-23	45.95	81.7087014639	56.14	18.3046059304	300.38	38.3472313366
513	2014-04-22	46.02	81.6935669106	57.71	18.8225686182	296.58	38.6880114719
514	2014-04-21	46.13	81.5656111419	60.87	18.6564296429	303.83	37.7792644444
515	2014-04-17	45.01	80.5629469866	61.36	18.441426263	337.15	37.7319338701
516	2014-04-16	44.42	80.8996907973	63.0301	18.2850601686	324.58	37.5710099173
517	2014-04-15	45.52	81.043353149	61.24	18.1384669551	329.32	37.8549933634
518	2014-04-14	40.87	81.3279414267	58.94	18.0700567887	330.87	37.807662789
519	2014-04-11	40.05	82.224120859	59.72	18.0309652651	324.91	37.8739255931
520	2014-04-10	41.34	81.0775584708	59.09	17.9039178134	323.68	38.243104073
521	2014-04-09	42.49	80.9270550547	58.89	17.7084601954	316.08	37.6278066065
522	2014-04-08	41.78	80.7368734653	58.53	17.9625550988	315.91	37.088238059
523	2014-04-07	42.45	81.043353149	59.16	18.4121076203	311.73	37.1156897921
524	2014-04-04	43.14	81.2841586148	62.41	18.4316533821	317.11	37.2586281266
525	2014-04-03	44.05	78.2535670995	58.19	17.7964161235	331.81	38.3093668771
526	2014-04-02	45.73	77.6830223312	56.95	17.7377788381	327.07	37.6940694106
527	2014-04-01	46.98	71.7969705484	56.75	18.3046059304	317.76	37.6751371809
528	2014-03-31	46.67	72.7477416744	59.49	18.1091483124	323.0	37.741399985
529	2014-03-28	47.3	72.6753632133	62.72	18.2264228832	333.62	38.8205370801
530	2014-03-27	46.32	71.822966593	62.62	17.5032296964	341.96	39.1423849857
531	2014-03-26	44.43	71.0116163589	60.24	17.4934568155	342.99	39.2086477897
532	2014-03-25	47.88	70.867940325	60.01	17.3859551256	336.37	38.8016048503
533	2014-03-24	48.77	71.3769291962	60.97	17.6205042672	338.29	38.1484429243
534	2014-03-21	50.92	71.0937091313	60.39	18.0309652651	338.47	37.2586281266
535	2014-03-20	50.12	71.6232075134	64.89	18.0309652651	343.41	37.665671066
536	2014-03-19	51.24	72.5590651191	64.1	18.1189211933	354.71	38.1863073838
537	2014-03-18	51.13	71.617734662	67.24	18.148239836	351.85	38.3377652217
538	2014-03-17	52.05	71.6218393006	66.97	18.1384669551	360.62	38.0159173162
539	2014-03-14	51.92	72.7642970501	68.24	17.8257347662	368.97	38.176841269
540	2014-03-13	53.57	73.7179414231	69.19	17.4152737683	373.23	37.1734330928
541	2014-03-12	54.5	74.2323894636	68.74	17.4152737683	378.77	37.4384843091
542	2014-03-11	54.02	74.109250305	67.72	17.3370907211	375.04	36.0185670787
543	2014-03-10	53.88	73.437457784	68.83	17.9039178134	373.74	35.6872530583
544	2014-03-07	53.53	73.4538763385	70.88	17.8550534089	371.51	35.8671092408
545	2014-03-06	54.83	73.5359691109	70.1	17.6791415526	370.64	36.2268216058
546	2014-03-05	54.38	73.8533944976	72.03	17.943009337	368.82	35.9901687341
547	2014-03-04	54.28	74.5662334048	69.8	17.9625550988	370.53	35.8008464367
548	2014-03-03	53.71	73.7726699381	70.84	18.2166500023	372.06	35.8765753557
549	2014-02-28	54.91	72.9079594019	71.57	18.0602839078	372.16	36.1132282274
550	2014-02-27	55.77	72.3374146335	68.8	17.8745991707	372.37	36.0753637679
551	2014-02-26	55.87	72.6876771292	67.41	17.9625550988	363.9	36.359347214
552	2014-02-25	54.96	72.7068321094	68.46	18.0798296696	359.78	35.7629819772
553	2014-02-24	55.78	72.0692449103	68.94	18.2850601686	362.1	36.2646860653
554	2014-02-21	55.92	71.7887612712	69.26	18.3143788113	360.13	35.8387108962
555	2014-02-20	56.63	72.6042161439	69.85	18.3970732176	359.8	35.4695324163
556	2014-02-19	55.5	73.4196710166	70.78	18.1343968681	358.32	35.5357952203
557	2014-02-18	58.18	73.3485239472	68.59	18.2705994197	351.78	35.6777869434
558	2014-02-14	57.44	72.6411578915	69.63	17.6479591839	346.76	35.9523042746
559	2014-02-13	56.47	72.5754836736	68.06	17.4144690955	349.8	35.7345836326
560	2014-02-12	56.85	72.6178982726	67.3	17.4241978492	347.38	35.5073968757
561	2014-02-11	54.0	72.8381805453	67.09	16.8891163965	353.65	35.4222018419
562	2014-02-10	52.92	72.6849407035	67.33	16.3734924512	357.35	35.3470353659
563	2014-02-07	54.35	72.2088026234	64.45	15.8092247375	357.2	35.3376395563
564	2014-02-06	50.03	72.0008342666	64.85	15.4881758659	349.25	35.2060982232
565	2014-02-05	65.97	72.1964887075	63.55	15.4395320975	361.79	34.924223938
566	2014-02-04	66.32	70.7844930219	64.32	15.2157707628	360.87	34.5765789863
567	2014-02-03	65.25	71.4289212854	62.16	15.0211956891	361.08	34.3510795581
568	2014-01-31	64.5	72.1800701531	62.19	15.1573982406	354.59	33.9940387968
569	2014-01-30	63.47	71.8653811921	62.75	15.0698394575	346.45	33.6557896546
570	2014-01-29	59.45	72.6726267876	61.48	15.2741432849	347.95	34.1537675584
571	2014-01-28	60.44	73.523655195	62.57	15.2936007922	346.15	34.275913082
572	2014-01-27	57.91	74.7030546922	61.08	15.0406531964	358.69	35.553743175
573	2014-01-24	61.74	74.4294121174	53.53	15.1865845017	403.01	34.6329538433
574	2014-01-23	62.8	74.4896134839	55.14	15.0406531964	384.2	34.4450376532
575	2014-01-22	62.44	73.3252643284	53.55	15.1379407333	394.43	34.0786010824
576	2014-01-21	62.53	73.3307371799	54.45	15.5368196343	386.28	33.8531016542
577	2014-01-17	62.2	72.3770928069	56.63	15.5951921565	387.6	34.5859747958
578	2014-01-16	60.57	71.1032866214	57.51	15.6146496638	399.87	33.8812890827
579	2014-01-15	61.57	70.122277991	58.51	15.5562771417	404.54	33.7591435591
580	2014-01-14	58.21	69.7183227469	56.3	15.6243784175	407.05	33.9846429873
581	2014-01-13	57.82	69.2014776535	57.19	15.5757346491	399.61	34.181954987
582	2014-01-10	57.0	68.2140315013	57.6	15.4103458364	395.8	34.6611412718
583	2014-01-09	57.05	68.0875404653	57.74	14.9433656596	395.87	34.5389957482
584	2014-01-08	59.29	67.9762827583	55.91	15.3033295459	397.54	33.6182064165
585	2014-01-07	61.46	68.1079422453	57.94	15.3227870533	390.98	32.866541656
586	2014-01-06	66.29	68.8900104788	57.22	15.916241028	397.66	33.8624974637
587	2014-01-03	69.0	74.8745326131	58.23	15.702208447	401.01	33.3833111789
588	2014-01-02	67.5	74.2720000437	57.92	15.4492608512	401.92	33.5994147975
589	2013-12-31	63.65	75.6470800159	57.2	15.2449570238	398.03	34.2101424155
590	2013-12-30	60.51	75.0119045985	54.56	15.4298033438	393.63	33.9470597493
591	2013-12-27	63.75	74.6800356438	54.71	15.5854634028	396.44	34.6799328908
592	2013-12-26	73.31	73.5375359636	54.65	15.5368196343	397.97	34.9148281285
593	2013-12-24	69.96	75.3845771132	53.71	15.332515807	398.79	35.1497233662
594	2013-12-23	64.54	75.8075740186	55.44	15.2449570238	393.37	35.0369736521
595	2013-12-20	60.01	74.315523841	57.73	15.3908883291	398.08	35.0369736521
596	2013-12-19	57.49	72.8656373421	57.96	15.3519733143	404.39	35.1779107947
597	2013-12-18	55.51	72.4861642341	57.77	15.2644145312	399.2	34.8396616525
598	2013-12-17	56.45	72.9729507049	55.12	14.962823167	402.92	34.4074544151
599	2013-12-16	56.61	73.9170090716	55.05	14.9044506448	402.2	34.5765789863
600	2013-12-13	59.0	73.4515084579	55.57	14.7001468175	395.19	34.0598094634
601	2013-12-12	55.33	73.980934649	54.86	14.6320455417	395.96	34.3698711771
602	2013-12-11	52.34	73.5796996423	53.81	14.6125880343	387.65	34.3134963201
603	2013-12-10	51.99	75.2322438225	53.32	14.7001468175	388.97	34.6611412718
604	2013-12-09	49.14	76.3053774507	51.83	14.992009428	384.24	34.4732250817
605	2013-12-06	44.95	75.4213003172	49.38	15.1379407333	381.25	34.9712029856
606	2013-12-05	45.62	76.1788864147	50.25	14.7974343543	382.19	35.3376395563
607	2013-12-04	43.69	76.6970916268	48.84	15.0503819501	387.78	35.8074300317
608	2013-12-03	41.37	77.2098563642	47.94	15.2741432849	384.89	36.3711786021
609	2013-12-02	40.78	77.5390050816	48.34	15.5270908807	386.95	36.0423252694
610	2013-11-29	41.57	74.6732350504	48.62	15.3130582996	384.49	35.7040761271
611	2013-11-27	40.9	74.0530209383	46.73	15.3227870533	385.96	36.5872822208
612	2013-11-26	40.18	74.9112558172	47.06	15.176855748	384.66	35.9953462218
613	2013-11-25	39.06	75.4852258946	47.01	15.2741432849	392.3	36.1268875549
614	2013-11-22	41.0	75.82661568	46.49	15.2157707628	393.62	35.8262216507
615	2013-11-21	42.06	75.4090592492	45.89	15.0892969649	386.71	35.3282437468
616	2013-11-20	41.05	76.2400917547	44.82	14.7682480933	381.37	35.0933485092
617	2013-11-19	41.75	76.3516214854	46.23	14.9141793985	376.64	35.3658269849
618	2013-11-18	41.14	76.9215112068	46.7	14.7974343543	372.31	35.3000563183
619	2013-11-15	43.98	77.0412016495	46.43	15.0211956891	368.92	35.1403275567
620	2013-11-14	44.69	76.169365584	46.36	15.2679206424	362.57	34.8396616525
621	2013-11-13	42.6	77.2412751054	45.83	15.6452646887	364.94	34.5202041292
622	2013-11-12	41.9	76.8467046802	49.01	15.6936421305	366.18	34.6880495302
623	2013-11-11	42.9	77.0265123679	48.99	15.625913712	369.17	35.284833178
624	2013-11-08	41.65	74.9738212758	48.71	15.2098677122	367.4	35.452678579
625	2013-11-07	44.9	75.6321187106	46.61	15.1808412471	356.22	35.5832250019
